key press deltas 2: 	0	 1	 0	 0	 	1	 0	 0	 0	 	0	 0	 1	 0	 	1	 0	 0	 0	 	0	 1	 1	 1	 	0	 1	 -1	 0	 	1	 0	 0	 0	 
key press deltas 2: 	0	 0	 0	 2	 	1	 0	 0	 0	 	0	 0	 1	 0	 	0	 0	 1	 0	 	0	 0	 0	 0	 	-1	 1	 0	 0	 	1	 -1	 1	 0	 
key press deltas 2: 	104	 2	 0	 2	 	3	 0	 0	 0	 	-4	 0	 1	 0	 	-1	 -1	 0	 1	 	-2	 1	 0	 1	 	-5	 0	 1	 0	 	-4	 0	 0	 1	 
key press deltas 2: 	104	 1	 -1	 2	 	2	 0	 0	 0	 	-4	 1	 0	 0	 	-1	 -1	 0	 0	 	-1	 0	 0	 2	 	-6	 1	 0	 0	 	-5	 0	 0	 1	 
key press deltas 2: 	104	 3	 0	 2	 	2	 0	 0	 0	 	-4	 0	 1	 0	 	-1	 0	 0	 0	 	-2	 1	 0	 1	 	-6	 0	 0	 0	 	-5	 0	 0	 1	 
key press deltas 2: 	105	 0	 0	 2	 	3	 0	 0	 0	 	-4	 1	 1	 0	 	-1	 0	 0	 0	 	-1	 1	 0	 1	 	-6	 0	 1	 -1	 	-5	 0	 1	 1	 
key press deltas 2: 	104	 1	 0	 2	 	3	 0	 0	 0	 	-4	 0	 1	 0	 	-1	 0	 0	 0	 	-3	 1	 1	 1	 	-5	 0	 0	 0	 	-5	 0	 0	 1	 
key press deltas 2: 	63	 1	 0	 0	 	0	 0	 0	 0	 	-2	 0	 1	 0	 	0	 1	 1	 0	 	0	 0	 1	 1	 	-3	 0	 1	 0	 	-3	 0	 2	 1	 
key press deltas 2: 	4	 0	 -1	 0	 	3	 0	 0	 0	 	0	 0	 1	 0	 	0	 0	 1	 1	 	0	 0	 1	 1	 	-1	 0	 -1	 -1	 	0	 -1	 -1	 0	 
key press deltas 2: 	4	 0	 0	 1	 	3	 0	 0	 0	 	0	 0	 1	 -1	 	0	 0	 1	 1	 	0	 1	 1	 1	 	0	 0	 -1	 0	 	0	 0	 1	 0	 
key press deltas 2: 	3	 0	 0	 0	 	2	 0	 0	 0	 	0	 0	 1	 0	 	0	 0	 1	 1	 	0	 1	 2	 1	 	0	 0	 0	 0	 	0	 0	 0	 1	 
key press deltas 2: 	3	 0	 -1	 -1	 	2	 0	 0	 0	 	0	 0	 1	 0	 	0	 1	 1	 1	 	0	 1	 1	 1	 	0	 0	 -1	 0	 	1	 0	 0	 0	 
key press deltas 2: 	3	 1	 0	 0	 	3	 0	 0	 0	 	0	 0	 1	 0	 	0	 1	 0	 1	 	1	 0	 1	 1	 	0	 0	 1	 0	 	0	 0	 0	 1	 
key press deltas 2: 	3	 1	 -1	 0	 	2	 0	 0	 0	 	0	 0	 1	 0	 	1	 0	 0	 1	 	0	 1	 0	 1	 	0	 0	 0	 0	 	1	 0	 1	 1	 
key press deltas 2: 	4	 1	 0	 2	 	0	 1	 0	 0	 	0	 0	 1	 0	 	1	 0	 1	 0	 	0	 0	 1	 1	 	0	 1	 0	 0	 	-1	 -1	 0	 0	 
key press deltas 2: 	3	 1	 0	 1	 	1	 0	 0	 0	 	0	 0	 1	 0	 	0	 0	 0	 0	 	0	 0	 1	 1	 	1	 0	 0	 -1	 	1	 0	 0	 1	 
key press deltas 2: 	4	 0	 0	 0	 	0	 0	 0	 0	 	0	 0	 1	 0	 	0	 1	 1	 0	 	0	 1	 1	 1	 	1	 0	 0	 0	 	0	 0	 0	 0	 
key press deltas 2: 	2	 1	 -1	 1	 	2	 0	 0	 0	 	0	 0	 1	 0	 	0	 0	 0	 1	 	0	 1	 1	 1	 	1	 0	 1	 0	 	1	 0	 0	 1	 
key press deltas 2: 	4	 1	 0	 0	 	3	 0	 0	 0	 	0	 0	 1	 0	 	1	 -1	 1	 0	 	0	 1	 1	 1	 	0	 0	 0	 0	 	0	 0	 0	 1	 
key press deltas 2: 	3	 0	 0	 0	 	2	 0	 0	 0	 	0	 0	 1	 0	 	0	 0	 1	 1	 	0	 1	 2	 1	 	0	 1	 0	 0	 	0	 0	 0	 -1	 
key press deltas 2: 	2	 2	 0	 0	 	2	 0	 0	 0	 	0	 1	 1	 0	 	0	 2	 1	 0	 	0	 1	 0	 1	 	0	 0	 0	 0	 	0	 0	 1	 0	 
key press deltas 2: 	2	 0	 0	 1	 	3	 0	 0	 1	 	0	 0	 1	 0	 	0	 -1	 0	 1	 	0	 1	 2	 1	 	1	 0	 -1	 0	 	1	 0	 1	 0	 
key press deltas 2: 	3	 -1	 0	 1	 	1	 0	 1	 0	 	0	 0	 1	 0	 	1	 0	 1	 1	 	0	 1	 1	 1	 	0	 0	 -1	 0	 	1	 0	 -1	 0	 
key press deltas 2: 	2	 1	 0	 1	 	2	 0	 0	 0	 	0	 0	 1	 -1	 	1	 0	 0	 1	 	0	 1	 1	 1	 	0	 0	 -1	 0	 	1	 -1	 0	 1	 
key press deltas 2: 	2	 0	 0	 0	 	1	 0	 0	 0	 	0	 0	 0	 0	 	1	 0	 0	 1	 	1	 1	 1	 1	 	-1	 0	 0	 0	 	0	 0	 1	 0	 
key press deltas 2: 	3	 -1	 0	 0	 	3	 0	 0	 0	 	0	 0	 1	 0	 	0	 0	 1	 1	 	0	 1	 1	 1	 	0	 0	 0	 0	 	0	 0	 0	 0	 
key press deltas 2: 	4	 2	 -1	 1	 	1	 0	 1	 0	 	0	 0	 0	 0	 	0	 0	 0	 0	 	0	 1	 0	 1	 	0	 0	 0	 0	 	-1	 0	 1	 0	 
key press deltas 2: 	4	 1	 0	 2	 	2	 0	 0	 0	 	0	 0	 1	 0	 	0	 0	 0	 1	 	0	 0	 1	 1	 	-1	 0	 -1	 -1	 	0	 -1	 1	 0	 
key press deltas 2: 	1	 0	 0	 0	 	1	 0	 0	 0	 	0	 0	 0	 0	 	0	 0	 1	 0	 	0	 1	 1	 1	 	0	 0	 0	 0	 	1	 0	 2	 1	 
key press deltas 2: 	3	 0	 -1	 1	 	3	 0	 0	 0	 	0	 0	 1	 0	 	0	 0	 0	 1	 	0	 1	 1	 1	 	0	 0	 0	 -1	 	0	 0	 0	 0	 
key press deltas 2: 	2	 0	 0	 -1	 	1	 1	 0	 0	 	0	 0	 1	 -1	 	0	 0	 0	 1	 	0	 1	 2	 1	 	1	 1	 0	 0	 	1	 0	 1	 1	 
key press deltas 2: 	3	 1	 -1	 0	 	3	 0	 0	 1	 	0	 0	 1	 0	 	0	 -1	 1	 1	 	0	 1	 0	 1	 	0	 0	 0	 -1	 	0	 0	 1	 0	 
key press deltas 2: 	3	 0	 0	 0	 	2	 0	 0	 0	 	0	 0	 1	 0	 	0	 0	 1	 1	 	0	 1	 1	 1	 	-1	 1	 0	 0	 	1	 0	 0	 0	 
key press deltas 2: 	3	 1	 0	 0	 	2	 0	 0	 0	 	0	 0	 1	 0	 	0	 0	 1	 0	 	0	 1	 1	 0	 	0	 0	 0	 0	 	0	 0	 1	 0	 
key press deltas 2: 	0	 71	 0	 2	 	2	 0	 0	 0	 	0	 -3	 1	 0	 	1	 -1	 0	 -1	 	0	 -6	 1	 1	 	1	 -2	 -1	 0	 	0	 -3	 1	 1	 
key press deltas 2: 	0	 72	 0	 2	 	3	 0	 0	 0	 	0	 -3	 1	 0	 	0	 -1	 0	 0	 	0	 -5	 0	 1	 	0	 -2	 1	 0	 	-1	 -2	 1	 1	 
key press deltas 2: 	1	 72	 0	 2	 	3	 0	 0	 0	 	0	 -3	 0	 0	 	0	 -1	 0	 -1	 	0	 -6	 1	 1	 	-1	 -2	 0	 0	 	1	 -2	 1	 1	 
key press deltas 2: 	0	 72	 0	 2	 	3	 0	 0	 0	 	0	 -2	 0	 0	 	1	 -2	 0	 0	 	0	 -6	 0	 1	 	0	 -2	 2	 0	 	0	 -2	 0	 1	 
key press deltas 2: 	1	 72	 0	 3	 	1	 0	 0	 0	 	0	 -2	 1	 0	 	0	 -1	 0	 -1	 	0	 -6	 2	 1	 	0	 -2	 1	 0	 	0	 -3	 1	 1	 
key press deltas 2: 	1	 72	 0	 2	 	2	 0	 0	 0	 	0	 -3	 1	 0	 	0	 -2	 0	 0	 	0	 -5	 0	 1	 	0	 -2	 1	 0	 	0	 -2	 -1	 0	 
key press deltas 2: 	1	 3	 -1	 2	 	2	 0	 0	 0	 	0	 0	 1	 0	 	1	 0	 0	 1	 	0	 1	 1	 1	 	0	 0	 0	 0	 	1	 0	 1	 0	 
key press deltas 2: 	1	 3	 -1	 1	 	2	 0	 1	 0	 	0	 0	 1	 0	 	1	 0	 0	 0	 	0	 -1	 1	 1	 	-1	 0	 0	 0	 	1	 0	 0	 1	 
key press deltas 2: 	2	 2	 -1	 1	 	3	 0	 0	 0	 	0	 0	 1	 0	 	0	 0	 0	 0	 	0	 1	 1	 1	 	-1	 0	 0	 0	 	0	 0	 0	 0	 
key press deltas 2: 	3	 1	 -1	 1	 	0	 0	 0	 0	 	0	 0	 0	 1	 	1	 0	 0	 1	 	1	 1	 0	 1	 	-1	 0	 -1	 0	 	1	 0	 0	 1	 
key press deltas 2: 	2	 3	 0	 0	 	2	 0	 1	 0	 	0	 0	 1	 0	 	1	 0	 0	 1	 	0	 1	 1	 2	 	0	 0	 0	 0	 	1	 0	 0	 1	 
key press deltas 2: 	2	 2	 0	 0	 	1	 1	 0	 0	 	0	 0	 1	 0	 	1	 0	 1	 0	 	0	 1	 1	 1	 	0	 0	 0	 0	 	0	 0	 0	 1	 
key press deltas 2: 	1	 3	 0	 2	 	1	 0	 0	 0	 	0	 0	 1	 0	 	1	 0	 0	 1	 	0	 1	 0	 1	 	0	 0	 0	 1	 	-2	 0	 1	 0	 
key press deltas 2: 	1	 2	 0	 2	 	1	 1	 0	 0	 	0	 0	 1	 0	 	1	 0	 1	 1	 	0	 1	 2	 1	 	-1	 0	 0	 -1	 	1	 -1	 0	 0	 
key press deltas 2: 	2	 3	 0	 1	 	1	 0	 0	 0	 	0	 0	 1	 0	 	0	 0	 0	 1	 	0	 0	 1	 1	 	0	 0	 0	 0	 	1	 0	 0	 0	 
key press deltas 2: 	2	 3	 -1	 0	 	1	 0	 0	 0	 	0	 1	 1	 0	 	0	 0	 0	 1	 	1	 1	 1	 1	 	0	 0	 1	 1	 	0	 0	 1	 1	 
key press deltas 2: 	1	 3	 0	 1	 	1	 0	 0	 0	 	0	 0	 1	 0	 	0	 0	 0	 0	 	0	 0	 1	 1	 	0	 0	 0	 0	 	1	 0	 0	 1	 
key press deltas 2: 	1	 2	 -1	 1	 	2	 0	 0	 1	 	0	 1	 1	 0	 	1	 0	 0	 0	 	1	 1	 0	 1	 	0	 1	 1	 0	 	0	 0	 1	 1	 
key press deltas 2: 	2	 3	 0	 -1	 	2	 0	 0	 0	 	0	 1	 1	 0	 	0	 0	 0	 1	 	0	 0	 1	 1	 	0	 0	 0	 0	 	1	 0	 -1	 0	 
key press deltas 2: 	4	 2	 -1	 1	 	2	 0	 0	 0	 	0	 0	 1	 1	 	0	 0	 1	 0	 	0	 1	 0	 1	 	1	 0	 0	 0	 	1	 0	 1	 0	 
key press deltas 2: 	2	 2	 0	 1	 	0	 0	 1	 0	 	0	 0	 1	 0	 	0	 0	 1	 0	 	0	 0	 1	 1	 	0	 1	 0	 0	 	0	 0	 0	 0	 
key press deltas 2: 	2	 2	 0	 1	 	2	 0	 0	 0	 	0	 0	 1	 0	 	1	 0	 0	 1	 	0	 1	 1	 1	 	-1	 0	 -1	 0	 	1	 -1	 0	 1	 
key press deltas 2: 	2	 3	 0	 1	 	2	 0	 0	 0	 	0	 0	 1	 0	 	1	 0	 0	 1	 	0	 1	 1	 1	 	0	 1	 0	 0	 	1	 0	 0	 0	 
key press deltas 2: 	1	 3	 126	 5	 	1	 0	 -3	 0	 	0	 0	 -3	 0	 	0	 0	 -4	 -1	 	0	 0	 -4	 1	 	1	 0	 -1	 0	 	0	 0	 -6	 1	 
key press deltas 2: 	1	 2	 126	 4	 	0	 0	 -3	 0	 	0	 0	 -3	 0	 	0	 -1	 -4	 -1	 	0	 0	 -5	 1	 	-1	 1	 -2	 0	 	0	 -1	 -6	 0	 
key press deltas 2: 	1	 3	 125	 5	 	2	 0	 -2	 0	 	0	 0	 -3	 0	 	1	 0	 -4	 -1	 	0	 0	 -4	 1	 	0	 0	 -1	 0	 	0	 0	 -6	 1	 
